# Program:featureCounts v2.0.2; Command:"featureCounts" "-p" "-a" "/scratch_tmp/grp/msc_appbio/group1/ref_gen/raw_refgen/GCF_000146045.2/genomic.gtf" "-g" "db_xref" "-o" "/scratch_tmp/grp/msc_appbio/group1/outputs/readCounts/readCounts2.txt" "/scratch_tmp/grp/msc_appbio/group1/outputs/star_outs/SRR11318268_Aligned.sortedByCoord.out.bam" "/scratch_tmp/grp/msc_appbio/group1/outputs/star_outs/SRR11318269_Aligned.sortedByCoord.out.bam" "/scratch_tmp/grp/msc_appbio/group1/outputs/star_outs/SRR11318270_Aligned.sortedByCoord.out.bam" "/scratch_tmp/grp/msc_appbio/group1/outputs/star_outs/SRR11318271_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	/scratch_tmp/grp/msc_appbio/group1/outputs/star_outs/SRR11318268_Aligned.sortedByCoord.out.bam	/scratch_tmp/grp/msc_appbio/group1/outputs/star_outs/SRR11318269_Aligned.sortedByCoord.out.bam	/scratch_tmp/grp/msc_appbio/group1/outputs/star_outs/SRR11318270_Aligned.sortedByCoord.out.bam	/scratch_tmp/grp/msc_appbio/group1/outputs/star_outs/SRR11318271_Aligned.sortedByCoord.out.bam
GeneID:852843	NC_001139.9;NC_001139.9	423092;423162	423129;423205	+;+	82	19	29	6	23
GenBank:NM_001180904.1	NC_001139.9	423961	425007	+	1047	2919	3261	1653	1698
GenBank:NM_001180903.1	NC_001139.9	425362	426804	-	1443	5943	5356	7289	6914
GenBank:NM_001180902.3	NC_001139.9	427297	427947	-	651	44413	41114	39081	28177
GenBank:NM_001180901.1	NC_001139.9	428601	431330	+	2730	6701	6312	6147	3767
GenBank:NM_001180900.1	NC_001139.9	431548	433062	-	1515	9908	10162	9261	7564
GenBank:NM_001348837.1	NC_001139.9	433214	433579	-	366	25	20	33	43
GenBank:NM_001180898.2	NC_001139.9;NC_001139.9;NC_001139.9	435625;435750;436375	435679;436312;436401	+;+;+	645	1552	1270	1337	1032
GenBank:NM_001180897.3	NC_001139.9	436570	436833	-	264	2282	2193	2193	2401
GenBank:NM_001180896.1	NC_001139.9	437467	437934	-	468	26141	27481	30833	44878
GenBank:NM_001180895.1	NC_001139.9;NC_001139.9	439091;439324	439093;439638	+;+	318	39069	45693	40982	67292
GenBank:NM_001180894.1	NC_001139.9	440063	440425	+	363	5725	4762	4579	7358
GeneID:852855	NC_001139.9;NC_001139.9	440716;440771	440751;440807	-;-	73	5	2	2	5
GenBank:NM_001180893.3	NC_001139.9	441281	442909	-	1629	6313	8031	9573	15053
GenBank:NM_001180892.1	NC_001139.9	443642	446143	-	2502	6652	6780	6457	6995
GenBank:NM_001180891.1	NC_001139.9	446412	448535	-	2124	12179	13652	13492	11715
GenBank:NM_001180890.1	NC_001139.9	448764	449957	-	1194	4083	4203	3873	3209
GenBank:NM_001180888.3	NC_001139.9	450197	452104	-	1908	11031	12099	11903	9528
GenBank:NM_001180887.1	NC_001139.9	452404	454560	+	2157	15258	14782	13564	16408
GenBank:NM_001180886.1	NC_001139.9	454785	457067	+	2283	2324	2235	1458	1124
GenBank:NM_001180885.1	NC_001139.9	457163	457870	-	708	6961	6660	5739	8221
GenBank:NM_001180884.3	NC_001139.9	458156	458992	+	837	8834	9574	8516	8406
GenBank:NM_001180883.1	NC_001139.9	459110	459664	-	555	3006	2993	2514	2282
GenBank:NM_001180882.1	NC_001139.9	459854	461365	+	1512	4127	4394	3609	3165
GenBank:NM_001180881.1	NC_001139.9	461666	464911	+	3246	2335	2685	2536	3486
GenBank:NM_001180880.3	NC_001139.9	465043	465435	-	393	235	226	109	152
GenBank:NM_001180879.1	NC_001139.9	466141	468807	+	2667	10152	11017	11254	9817
GenBank:NM_001180878.1	NC_001139.9	469092	472298	-	3207	9300	10377	9533	8856
GenBank:NM_001180877.1	NC_001139.9	472855	474276	+	1422	3194	3771	3668	6581
GenBank:NM_001180876.3	NC_001139.9	474489	475247	-	759	25194	27706	27704	25893
GenBank:NM_001180875.1	NC_001139.9	475545	476069	+	525	7998	6455	7364	6021
GenBank:NM_001180874.1	NC_001139.9	476313	478652	-	2340	13932	14153	13392	11255
GenBank:NM_001180873.1	NC_001139.9	479910	482666	-	2757	26662	47016	36155	48910
GenBank:NM_001184592.3	NC_001139.9	482941	483027	-	87	83	104	55	79
GenBank:NM_001348838.1	NC_001139.9	483260	483637	+	378	244	301	321	345
GenBank:NM_001184634.1	NC_001139.9	485423	485533	+	111	72	75	58	61
GenBank:NM_001180871.1	NC_001139.9	485921	489442	+	3522	19477	24006	21598	22222
GenBank:NM_001180870.1	NC_001139.9	489708	490547	-	840	24838	25073	17823	16563
GenBank:NM_001180869.3	NC_001139.9	490703	491956	-	1254	3677	3849	3492	3461
GenBank:NM_001180868.1	NC_001139.9	492474	494174	-	1701	5408	6115	5742	4518
GenBank:NM_001180867.1	NC_001139.9	494517	495167	+	651	5664	5285	4738	5428
GenBank:NM_001180866.1	NC_001139.9	495453	496502	-	1050	3626	3749	3432	6457
GenBank:NM_001181130.3	NC_001139.9;NC_001139.9;NC_001139.9	497133;497459;498000	497365;497937;498034	-;-;-	747	5101	5754	4057	5943
GenBank:NM_001181131.1	NC_001139.9	498476	499906	-	1431	4259	4396	3845	3260
GenBank:NM_001181132.1	NC_001139.9	500132	502366	+	2235	4681	4757	3925	3096
GenBank:NM_001181133.1	NC_001139.9	502938	504326	+	1389	2635	2765	1982	1925
GenBank:NM_001181134.3	NC_001139.9	504657	505859	-	1203	9285	9803	7788	6818
GenBank:NM_001181135.1	NC_001139.9	506070	506825	+	756	1397	1447	1493	1096
GenBank:NM_001181136.1	NC_001139.9	506969	507940	+	972	5624	6696	5692	5812
GenBank:NM_001181137.1	NC_001139.9	508110	508364	-	255	140393	113984	81716	78358
GenBank:NM_001181138.3	NC_001139.9	509047	511002	-	1956	8244	8722	8100	8427
GenBank:NM_001181139.1	NC_001139.9	511545	512732	+	1188	6404	6108	6390	5439
GenBank:NM_001181141.1	NC_001139.9	513159	514340	+	1182	4391	4663	4333	4349
GenBank:NM_001181142.1	NC_001139.9	514554	516416	+	1863	4863	5270	4175	3500
GenBank:NM_001181143.3	NC_001139.9	516943	520863	+	3921	9110	10839	15434	16173
GenBank:NM_001181144.1	NC_001139.9	521090	522076	-	987	2344	2810	2459	2587
GenBank:NM_001181145.1	NC_001139.9	522261	522833	+	573	1106	1274	1027	904
GenBank:NM_001431139.1	NC_001139.9	523246	523353	-	108	255	276	257	263
GenBank:NM_001181146.1	NC_001139.9	523787	524680	+	894	3255	3448	2912	3054
GenBank:NM_001270747.1	NC_001139.9	524365	524694	-	330	109	120	138	183
GenBank:NM_001181148.3	NC_001139.9	525229	526644	+	1416	13486	13776	11221	9890
GenBank:NM_001181149.1	NC_001139.9	526973	527329	-	357	7373	7448	7077	11074
GenBank:NM_001181150.1	NC_001139.9	527632	528504	+	873	3221	3858	2960	4206
GenBank:NM_001181152.1	NC_001139.9	529264	530919	+	1656	4486	6103	2680	2443
GeneID:852907	NC_001139.9	531610	531681	+	72	14	21	18	24
GenBank:NM_001181153.3	NC_001139.9	531883	532596	-	714	7325	6152	6394	9274
GenBank:NM_001348839.1	NC_001139.9	532639	532941	+	303	195	162	221	144
GenBank:NM_001181155.3	NC_001139.9	532985	533821	+	837	7976	6952	9540	9853
GenBank:NM_001181156.1	NC_001139.9	534132	534458	-	327	39474	40084	44083	79108
GenBank:NM_001184432.2	NC_001139.9	536057	541325	+	5269	253	272	164	147
GenBank:NM_001184431.1	NC_001139.9	536057	537379	+	1323	0	0	0	0
GeneID:852914	NC_001139.9	541850	541921	+	72	1	5	0	5
GenBank:NM_001181157.3	NC_001139.9	542203	543291	+	1089	7944	8734	5714	7500
GenBank:NM_001181158.3	NC_001139.9;NC_001139.9	543553;543722	543638;544205	+;+	570	6596	6541	5543	6896
GeneID:852917	NC_001139.9	544577	544648	-	72	89	80	48	61
GenBank:NR_132182.1	NC_001139.9	545370	545566	+	197	426	371	359	503
GenBank:NM_001181159.1	NC_001139.9	545681	546157	-	477	3347	3094	2734	3000
GenBank:NM_001181160.1	NC_001139.9	546441	547469	+	1029	2159	2475	2100	2763
GenBank:NM_001184658.1	NC_001139.9	546809	547300	-	492	0	0	0	0
GenBank:NM_001181161.3	NC_001139.9	548264	553951	+	5688	42300	46430	44484	33328
GenBank:NM_001181162.3	NC_001139.9	554248	554967	-	720	9337	9354	10082	10929
GenBank:NM_001181163.1	NC_001139.9;NC_001139.9	555812;556308	555830;556672	+;+	384	23218	25333	25917	53590
GenBank:NM_001181164.1	NC_001139.9	557072	557422	-	351	1147	989	659	747
GenBank:NM_001184648.1	NC_001139.9	557565	557786	+	222	574	687	468	611
GenBank:NM_001181165.3	NC_001139.9	558149	558868	-	720	1693	1701	1019	984
GenBank:NM_001181166.3	NC_001139.9	559731	559994	-	264	25213	27236	23177	23124
GenBank:NM_001181167.1	NC_001139.9	560682	561350	+	669	3267	3234	3218	4065
GeneID:852927	NC_001139.9	561662	561743	-	82	15	19	7	12
GenBank:NM_001184434.2	NC_001139.9	562199	567467	-	5269	48	43	34	32
GenBank:NM_001184433.1	NC_001139.9	566145	567467	-	1323	0	0	0	0
GenBank:NM_001348840.1	NC_001139.9	574888	575199	+	312	683	717	322	432
GenBank:NM_001181169.3	NC_001139.9	575398	576504	+	1107	3030	3221	2481	2835
GenBank:NM_001181170.3	NC_001139.9	577487	579130	+	1644	2885	3194	3483	3297
GenBank:NM_001181171.1	NC_001139.9	579476	580291	+	816	4604	4694	3981	4165
GenBank:NM_001181172.1	NC_001139.9	580435	581436	-	1002	76599	64539	71986	44886
GenBank:NM_001181173.1	NC_001139.9	582990	583892	-	903	7350	7412	9680	10564
GenBank:NM_001348841.1	NC_001139.9	583934	584296	-	363	308	255	325	357
GenBank:NM_001181175.3	NC_001139.9	584895	586052	+	1158	8399	7742	9601	8227
GenBank:NM_001181176.3	NC_001139.9	586392	589469	-	3078	5292	4899	4863	4066
GenBank:NM_001181177.1	NC_001139.9	589826	590911	+	1086	11717	12551	10291	9061
GenBank:NM_001181178.1	NC_001139.9	591314	591877	+	564	5219	4715	2987	3927
GenBank:NM_001270748.1	NC_001139.9	592086	592442	-	357	665	724	440	534
GenBank:NM_001181181.1	NC_001139.9	593596	594705	+	1110	6415	5855	8869	6199
GenBank:NM_001181182.3	NC_001139.9	594986	595837	-	852	3956	2928	3961	3276
GenBank:NM_001181183.4	NC_001139.9	596693	598621	+	1929	5748	6538	6770	7048
GenBank:NM_001181184.1	NC_001139.9	599417	601141	+	1725	9506	8922	11001	12136
GenBank:NM_001181185.1	NC_001139.9	601661	604447	+	2787	4449	4707	4276	3588
GenBank:NM_001181186.3	NC_001139.9	604773	605501	-	729	2691	2439	2186	3134
GenBank:NM_001181187.2	NC_001139.9	606136	607143	+	1008	2380	2360	1968	2102
GenBank:NM_001181188.3	NC_001139.9	607563	609101	+	1539	537	499	537	826
GenBank:NR_132183.1	NC_001139.9	609584	609696	+	113	96	76	53	94
GenBank:NM_001181189.3	NC_001139.9	610564	611493	+	930	57015	34689	26081	28673
GenBank:NM_001181190.1	NC_001139.9	611889	615965	-	4077	13204	14469	14540	12865
GenBank:NM_001181191.1	NC_001139.9	616328	617278	-	951	2835	3133	2266	3045
GenBank:NM_001181192.3	NC_001139.9	617516	617824	-	309	5585	5970	4376	7400
GenBank:NM_001181194.1	NC_001139.9	618077	619858	-	1782	2985	3020	2869	3561
GenBank:NM_001181195.3	NC_001139.9	620921	621799	-	879	2876	3228	3337	2967
GenBank:NM_001181196.4	NC_001139.9	622372	624786	-	2415	33775	30028	25567	24761
GenBank:NM_001181197.1	NC_001139.9	625324	627084	-	1761	1265	1342	1190	1060
GenBank:NM_001181199.2	NC_001139.9	627806	631273	+	3468	5710	5412	5724	4846
GenBank:NM_001181200.3	NC_001139.9	631481	634063	-	2583	2327	2016	2372	1971
GenBank:NM_001181201.1	NC_001139.9	634304	635467	+	1164	3985	4169	3351	3282
GenBank:NM_001181203.3	NC_001139.9	635712	636152	+	441	3350	2995	3328	3852
GenBank:NM_001181204.3	NC_001139.9	636147	636875	-	729	2624	2397	2490	2947
GenBank:NM_001181205.1	NC_001139.9	637104	637577	-	474	3886	3687	3112	4144
GenBank:NM_001181206.1	NC_001139.9	637744	639513	-	1770	4190	3945	4359	4208
GenBank:NM_001181207.3	NC_001139.9	639772	640371	-	600	1413	1452	1776	2155
GenBank:NM_001181208.1	NC_001139.9	640720	641832	+	1113	2022	2616	2496	2602
GenBank:NM_001181209.3	NC_001139.9	642010	643008	+	999	4992	5085	4683	4345
GenBank:NM_001181210.3	NC_001139.9	643148	643780	-	633	2869	2985	2241	3651
GenBank:NM_001181211.1	NC_001139.9	644044	644595	+	552	6478	6980	5849	6677
GenBank:NM_001181212.1	NC_001139.9	644860	646815	-	1956	6268	7036	6334	6857
GenBank:NM_001181213.3	NC_001139.9	647123	648142	-	1020	3843	4390	3760	5886
GenBank:NM_001181214.1	NC_001139.9	648383	648907	-	525	11508	13980	14930	30755
GenBank:NM_001181215.3	NC_001139.9	649598	650617	-	1020	78809	77184	100718	79868
GenBank:NR_188206.1	NC_001139.9	650855	651159	+	305	134	137	97	123
GenBank:NM_001181216.3	NC_001139.9	651290	652981	-	1692	7121	6289	11316	8751
GenBank:NM_001181217.1	NC_001139.9	654634	656322	+	1689	12365	9203	54054	38695
GenBank:NM_001181218.1	NC_001139.9	656960	659770	+	2811	6876	7391	5579	5947
GenBank:NR_188207.1	NC_001139.9	660087	661399	+	1313	1314	1355	1126	947
GeneID:852981	NC_001139.9	661749	661820	+	72	7	3	0	0
GenBank:NM_001181219.3	NC_001139.9	662358	666071	+	3714	5825	6380	6178	7131
GenBank:NM_001181220.1	NC_001139.9	666341	667825	+	1485	3033	3262	3114	3150
GenBank:NM_001181221.3	NC_001139.9	668189	669907	+	1719	2693	2985	2015	1830
GenBank:NM_001181222.3	NC_001139.9	670388	671911	+	1524	4288	4362	3359	3341
GenBank:NM_001181223.1	NC_001139.9	672186	675500	+	3315	21599	24682	21475	22860
GenBank:NM_001181224.1	NC_001139.9	675671	676342	-	672	4582	5009	4339	4141
GenBank:NM_001181225.3	NC_001139.9	676621	677565	+	945	1245	1361	1259	1318
GenBank:NM_001181226.1	NC_001139.9	678695	682135	+	3441	8164	9106	6602	5480
GenBank:NM_001181227.3	NC_001139.9	682566	687458	-	4893	2531	3020	2799	3147
GenBank:NM_001181228.3	NC_001139.9	687899	689965	+	2067	3918	4446	3528	3676
GenBank:NM_001181229.1	NC_001139.9	690245	693097	+	2853	7558	7966	7983	6897
GenBank:NM_001181230.1	NC_001139.9	693363	694403	+	1041	11257	10389	8681	8299
GenBank:NM_001181231.3	NC_001139.9	694584	695135	-	552	6687	6594	5777	5138
GenBank:NM_001181232.1	NC_001139.9	695417	697234	+	1818	10554	11789	8813	12489
GenBank:NM_001181233.3	NC_001139.9	697445	698368	-	924	2963	3333	3169	2842
GenBank:NM_001181234.3	NC_001139.9	698599	698832	+	234	7280	5818	7004	10346
GenBank:NM_001181235.1	NC_001139.9	698989	699786	-	798	13302	12350	11739	14840
GeneID:852999	NC_001139.9	700675	700756	+	82	7	14	13	3
GeneID:853000	NC_001139.9;NC_001139.9	700953;701012	700988;701048	-;-	73	21	16	14	22
GenBank:NM_001181237.1	NC_001139.9	703636	705051	+	1416	1120	1069	899	789
GenBank:NM_001181238.3	NC_001139.9	705359	706501	-	1143	295	315	486	711
GeneID:853004	NC_001139.9	707108	707179	-	72	3	4	6	12
GenBank:NM_001184381.2	NC_001139.9	707610	712254	+	4645	4740	5524	4110	3216
GenBank:NM_001184380.3	NC_001139.9	707610	708482	+	873	0	0	0	0
GenBank:NM_001181239.3	NC_001139.9	713709	715046	+	1338	8045	8062	9181	7935
GenBank:NM_001181240.1	NC_001139.9	715828	717030	+	1203	6076	6190	5864	6664
GenBank:NM_001181241.1	NC_001139.9	717358	718527	+	1170	4427	4478	4366	3887
GenBank:NM_001181242.3	NC_001139.9	718893	719924	+	1032	2542	2333	2187	1972
GenBank:NM_001181245.1	NC_001139.9	720409	724764	+	4356	15035	15953	15971	15175
GenBank:NM_001181246.3	NC_001139.9	725049	726479	-	1431	3612	3908	3760	3996
GenBank:NM_001181247.3	NC_001139.9;NC_001139.9	726974;727358	727038;727730	+;+	438	31917	33820	33750	68761
GenBank:NM_001181248.1	NC_001139.9	728046	729671	-	1626	7921	7957	7862	9308
GenBank:NM_001181249.1	NC_001139.9	730033	730821	-	789	2161	2201	1975	2307
GeneID:853018	NC_001139.9	731137	731210	+	74	8	3	12	7
GenBank:NM_001181250.3	NC_001139.9	731449	732927	-	1479	6971	6950	5918	4262
GenBank:NM_001184551.1	NC_001139.9	733412	733627	+	216	54	55	40	48
GenBank:NM_001181251.3	NC_001139.9	733935	735143	+	1209	2699	2919	2403	2181
GeneID:853022	NC_001139.9	736340	736411	+	72	29	29	15	39
GenBank:NM_001181252.3	NC_001139.9	736662	738203	-	1542	2808	2996	2747	3620
GeneID:853024	NC_001139.9	739122	739195	+	74	2	4	6	11
GenBank:NM_001181253.1	NC_001139.9	739944	741662	+	1719	16691	22340	18971	25903
GenBank:NM_001181254.1	NC_001139.9	742325	745435	+	3111	4158	4463	4300	5164
GenBank:NM_001181255.3	NC_001139.9	745835	746527	+	693	678	759	667	416
GenBank:NM_001181256.1	NC_001139.9	746798	747736	+	939	11572	11731	12817	8986
GenBank:NM_001181257.3	NC_001139.9	747950	750091	-	2142	3322	3510	2989	3735
GenBank:NM_001181258.3	NC_001139.9	750400	751047	+	648	1856	1403	1333	1742
GenBank:NM_001181259.1	NC_001139.9	751394	753844	-	2451	27295	25802	29855	19990
GenBank:NM_001181260.1	NC_001139.9	754726	755250	+	525	1248	965	644	872
GenBank:NM_001181261.3	NC_001139.9	755589	756452	-	864	45720	36124	42043	42187
GenBank:NM_001181262.1	NC_001139.9	756896	757447	+	552	4344	4684	4366	3680
GenBank:NM_001181263.3	NC_001139.9	757770	761138	+	3369	3927	4239	4122	3873
GenBank:NM_001181264.3	NC_001139.9	761392	762168	+	777	23061	22536	23243	29978
GenBank:NM_001181265.1	NC_001139.9	762428	763153	+	726	5653	6963	3810	4569
GenBank:NM_001181267.1	NC_001139.9	763762	765606	-	1845	2717	3128	1606	1832
GenBank:NM_001181269.3	NC_001139.9	767429	770299	+	2871	3579	3684	3081	3083
GenBank:NM_001181270.1	NC_001139.9	770569	771972	+	1404	8757	7531	7180	6477
GenBank:NM_001181271.3	NC_001139.9	772454	773686	+	1233	38763	51796	27057	26826
GeneID:853044	NC_001139.9	774349	774421	+	73	4	8	3	6
GenBank:NM_001181272.3	NC_001139.9	775193	777508	+	2316	11321	10183	13294	10276
GeneID:853046	NC_001139.9	779616	779687	+	72	43	20	17	11
GenBank:NM_001181273.1	NC_001139.9	780399	781379	+	981	6934	6406	5031	3377
GenBank:NM_001181274.2	NC_001139.9	781767	783890	+	2124	4875	5235	4092	4145
GenBank:NM_001181275.3	NC_001139.9	784223	784858	-	636	15811	17367	9852	7467
GenBank:NM_001184594.1	NC_001139.9	785276	785437	-	162	116	89	71	80
GenBank:NM_001181276.3	NC_001139.9	786054	786920	-	867	9844	9806	7740	11535
GenBank:NM_001181277.3	NC_001139.9	787312	787779	-	468	16328	17256	19012	27916
GenBank:NM_001181278.1	NC_001139.9	789031	790329	+	1299	4978	5210	3545	3249
GenBank:NM_001181279.1	NC_001139.9	790459	793053	-	2595	5792	6131	5687	7378
GeneID:853054	NC_001139.9	794417	794489	+	73	14	7	10	8
GenBank:NM_001181281.3	NC_001139.9	794674	795492	-	819	1354	1840	1355	2899
GenBank:NM_001181282.2	NC_001139.9	796092	796745	+	654	1656	2050	1716	3782
GenBank:NM_001181283.3	NC_001139.9	796798	797868	-	1071	3406	3419	3812	3474
GenBank:NM_001181284.3	NC_001139.9	798543	800066	+	1524	18500	20671	20644	19367
GenBank:NM_001181285.1	NC_001139.9	800546	801823	+	1278	2105	2480	2311	2291
GenBank:NM_001181286.1	NC_001139.9	802440	805049	+	2610	12521	12736	11112	14602
GenBank:NM_001181287.3	NC_001139.9	805269	806021	-	753	2785	2725	2744	3333
GenBank:NM_001181288.1	NC_001139.9	806412	807656	-	1245	10027	13758	8968	14493
GenBank:NM_001181290.3	NC_001139.9	808629	809420	-	792	50148	65730	11980	8524
GenBank:NM_001184675.3	NC_001139.9	810227	810505	+	279	9833	9458	4320	4537
GenBank:NM_001184402.2	NC_001139.9	811738	817051	+	5314	64	64	23	25
GenBank:NM_001184401.1	NC_001139.9	811738	813054	+	1317	0	0	0	0
GenBank:NM_001184400.4	NC_001139.9	817747	823015	-	5269	181	261	183	173
GenBank:NM_001184399.1	NC_001139.9	821693	823015	-	1323	0	0	0	0
GeneID:853070	NC_001139.9	823482	823555	+	74	492	351	232	203
GenBank:NM_001181291.3	NC_001139.9	824059	826917	+	2859	11568	12571	12059	11788
GenBank:NM_001181292.3	NC_001139.9	827552	828577	+	1026	4297	4493	3770	4247
GenBank:NM_001348843.1	NC_001139.9	828625	828960	+	336	56	55	56	66
GeneID:853074	NC_001139.9	828723	828794	-	72	0	0	0	0
GenBank:NM_001181294.1	NC_001139.9	829116	830153	+	1038	5585	6037	5239	8353
GenBank:NM_001181295.1	NC_001139.9	830515	832197	+	1683	2776	3036	2638	2814
GenBank:NM_001181296.3	NC_001139.9	832456	833157	+	702	9566	9960	10305	10510
GenBank:NM_001181297.1	NC_001139.9	833352	834482	-	1131	5878	5845	5121	5322
GenBank:NM_001181298.3	NC_001139.9	834689	835903	-	1215	2762	2445	2120	2609
GenBank:NM_001184531.3	NC_001139.9	836387	836665	-	279	4091	4069	3437	4497
GenBank:NM_001181299.1	NC_001139.9	837142	840558	+	3417	5724	6241	5278	5347
GenBank:NM_001181300.1	NC_001139.9	840824	842551	-	1728	3499	3873	2958	4567
GenBank:NM_001181301.3	NC_001139.9	842845	843591	-	747	4191	4261	3653	5651
GenBank:NM_001181302.1	NC_001139.9	843854	844960	+	1107	4532	4827	4338	4906
GeneID:853084	NC_001139.9	845649	845719	+	71	8	7	15	35
GenBank:NM_001181303.3	NC_001139.9	845893	846405	-	513	10392	9688	11299	12022
GenBank:NM_001184595.3	NC_001139.9	846655	846741	+	87	2656	1941	2582	2641
GenBank:NM_001181304.1	NC_001139.9	846933	848423	-	1491	19224	15986	15322	18906
GenBank:NM_001181306.1	NC_001139.9	848829	850436	-	1608	722	855	622	856
GenBank:NM_001181307.3	NC_001139.9	851047	853215	-	2169	14611	15100	15735	13386
GenBank:NM_001181308.1	NC_001139.9	853675	854895	-	1221	2035	2084	2055	2116
GenBank:NM_001181309.3	NC_001139.9	855264	856301	-	1038	59594	52940	40642	29261
GeneID:853092	NC_001139.9;NC_001139.9	857378;857454	857421;857491	-;-	82	15	5	10	5
GenBank:NM_001181310.3	NC_001139.9	858287	858604	+	318	3423	3327	3163	3811
GenBank:NM_001181312.1	NC_001139.9;NC_001139.9	859063;859474	859260;859476	-;-	201	20724	19490	17488	35086
GenBank:NM_001181313.1	NC_001139.9	859901	865753	-	5853	16895	18251	17674	13041
GenBank:NM_001181314.3	NC_001139.9	866336	867520	-	1185	5324	6239	6510	8067
GenBank:NM_001181315.1	NC_001139.9	867774	869981	+	2208	14386	14974	14444	16213
GenBank:NM_001181316.3	NC_001139.9	870232	871416	-	1185	3751	3682	3058	4557
GenBank:NM_001181317.3	NC_001139.9	872044	875109	-	3066	2538	2352	2030	2396
GeneID:853101	NC_001139.9	876394	876466	+	73	4	1	8	0
GenBank:NM_001181318.1	NC_001139.9	876669	878192	-	1524	13776	18506	15084	22516
GeneID:853103	NC_001139.9;NC_001139.9	878710;878780	878745;878815	-;-	72	0	2	0	2
GenBank:NM_001181320.1	NC_001139.9	880420	882231	+	1812	3450	3943	3628	5192
GenBank:NM_001181321.3	NC_001139.9	882812	883810	-	999	1117390	1248570	909151	680608
GenBank:NM_001181322.1	NC_001139.9	884509	885741	-	1233	7000	7078	7195	6277
GenBank:NM_001181323.3	NC_001139.9	886073	887875	-	1803	2759	2849	2975	3403
GenBank:NM_001181324.3	NC_001139.9	888882	889622	+	741	2456	2660	2697	3617
GenBank:NM_001181325.1	NC_001139.9	889733	892186	-	2454	7824	8206	8190	7742
GenBank:NM_001181326.1	NC_001139.9	892497	894140	-	1644	12086	11529	9146	7435
GenBank:NM_001181327.3	NC_001139.9	894693	897146	+	2454	2600	3260	2944	3445
GenBank:NM_001181328.1	NC_001139.9	897502	899781	+	2280	5064	5044	5351	5290
GenBank:NM_001181329.3	NC_001139.9	899904	902270	-	2367	5753	5635	5217	6359
GenBank:NM_001181330.3	NC_001139.9	902520	903197	-	678	17441	13540	20788	15787
GenBank:NM_001181331.1	NC_001139.9	903474	904748	-	1275	7881	9306	6160	6019
GenBank:NM_001181332.1	NC_001139.9	905237	905683	+	447	1497	1696	1428	2995
GenBank:NM_001181333.3	NC_001139.9	905934	908774	+	2841	10845	14238	10747	10985
GenBank:NM_001184596.1	NC_001139.9	909061	909174	-	114	111	104	147	119
GenBank:NM_001181334.3	NC_001139.9	909213	910085	+	873	2619	2712	3600	3742
GenBank:NM_001181335.3	NC_001139.9	910432	910737	+	306	5488	4335	4837	7172
GenBank:NM_001181336.1	NC_001139.9	910843	911628	-	786	4092	4452	3728	5144
GenBank:NM_001181337.1	NC_001139.9	911883	912812	+	930	2229	2397	1957	3179
GenBank:NM_001181338.3	NC_001139.9	912913	913227	-	315	64424	50123	61863	67309
GenBank:NM_001181339.1	NC_001139.9	913503	914738	-	1236	7871	9602	7013	8488
GenBank:NM_001181340.3	NC_001139.9	915241	916701	+	1461	19120	22617	14712	12681
GenBank:NM_001181341.3	NC_001139.9	917040	918446	+	1407	2044	2244	1785	1501
GenBank:NM_001181342.1	NC_001139.9	918512	919465	-	954	1237	1536	1082	1092
GenBank:NM_001181343.1	NC_001139.9;NC_001139.9	920575;921120	920664;921788	+;+	759	26920	29344	32711	42808
GenBank:NM_001181344.3	NC_001139.9	922175	922507	+	333	5054	4892	4076	6795
GenBank:NM_001181345.1	NC_001139.9	922633	924462	-	1830	3338	3090	3168	3513
GenBank:NM_001181346.3	NC_001139.9	924696	930815	+	6120	3548	3785	3293	2672
GeneID:853132	NC_001139.9	930953	931023	-	71	10	5	4	0
GenBank:NM_001181347.3	NC_001139.9	932541	935795	+	3255	12843	13857	12789	12080
GenBank:NM_001181349.1	NC_001139.9	936074	936883	-	810	6351	6926	5770	8297
GenBank:NM_001181350.2	NC_001139.9	937124	938992	-	1869	3900	4069	3943	4123
GenBank:NR_132184.1	NC_001139.9	939459	939672	-	214	23	20	19	28
GenBank:NR_132185.1	NC_001139.9	939494	939672	-	179	0	0	0	0
GenBank:NM_001181351.3	NC_001139.9	939923	940804	+	882	6542	5675	5882	7275
GenBank:NM_001181352.1	NC_001139.9	940869	942215	-	1347	7394	7225	6261	4975
GenBank:NM_001181353.3	NC_001139.9	942806	944647	+	1842	2444	2732	2569	1968
GenBank:NM_001181354.3	NC_001139.9;NC_001139.9	945145;946421	946327;947019	+;+	1782	2288	2156	2465	1747
GenBank:NM_001181356.2	NC_001139.9	947420	948997	+	1578	3223	3236	2720	2950
